ＮＯ,名称,名称カナ,住所,緯度,経度,管理先電話番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収用人数,ＵＲＬ,備　考
463,大海小学校体育館,オオミショウガッコウタイイクカン,山口県山口市秋穂東2299,34.02190927,131.4632263,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,,1,1,,,,1,343(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
464,秋穂小学校体育館,アイオショウガッコウタイイクカン,山口県山口市秋穂東6771,34.01748825,131.4358639,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,,1,1,,,,1,463(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
465,秋穂中学校体育館,アイオチュウガッコウタイイクカン,山口県山口市秋穂東615-1,34.01465667,131.4404046,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,469(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
466,秋穂デイサービスセンター,アイオデイサービスセンター,山口県山口市秋穂東3993,34.01480475,131.4441315,083-934-2793　　　　　　　　　　　　　　高齢福祉課,35203,山口県,山口市,1,1,1,1,1,,,,1,137(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
467,秋穂コミュニティ消防センター,アイオコミュニティショウボウセンター,山口県山口市秋穂東6031-1,34.01126795,131.4301689,083-984-2815,35203,山口県,山口市,1,1,,1,1,,,,1,155(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
468,秋穂コミュニティセンター,アイオコミュニティセンター,山口県山口市秋穂東6527-2,34.01309223,131.4379464,083-934-2798　　　　　　　　　　　こども家庭課,35203,山口県,山口市,1,,1,,1,,,,1,210(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
469,秋穂荘,アイオソウ,山口県山口市秋穂東768-13,33.99341052,131.4358496,083-934-2810　　　　　　　　　　　　　観光交流課,35203,山口県,山口市,1,1,1,,1,,,,1,1209(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
470,阿知須地域交流センター,アジスチイキコウリュウセンター,山口県山口市阿知須2743,34.01307539,131.359098,0836-65-2022 　　　　　　　　　　　　　 阿知須地域交流センター,35203,山口県,山口市,1,1,1,,1,,,,1,360(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
471,阿知須体育センター体育館,アジスタイイクセンタータイイクカン,山口県山口市阿知須2751,34.01306957,131.3599536,083-934-2873                  スポーツ交流課,35203,山口県,山口市,1,1,1,1,1,,,,1,339(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
472,阿知須健康福祉センター,アジスケンコウフクシセンター,山口県山口市阿知須2740,34.013627,131.359543,083-934-2790　　　　　　　　　　　　　　社会課,35203,山口県,山口市,1,1,,1,1,,,,1,156(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
473,阿知須小学校体育館,アジスショウガッコウタイイクカン,山口県山口市阿知須4251,34.01162499,131.3588231,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,472(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
474,井関小学校体育館,イセキショウガッコウタイイクカン,山口県山口市阿知須1639,34.01423737,131.3413775,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,409(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
475,井関小学校増築棟,イセキショウガッコウゾウチクトウ,山口県山口市阿知須1639,34.01423588,131.3400471,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,283(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
476,阿知須中学校体育館,アジスチュウガッコウタイイクカン,山口県山口市阿知須5094-3,34.01348824,131.3531213,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,505(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
477,阿知須中学校校舎,アジスチュウガッコウコウシャ,山口県山口市阿知須5094-3,34.01339042,131.3538133,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,255(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
478,フィッカルあじす,フィッカルアジス,山口県山口市阿知須4836-7,34.01061001,131.354245,0836-65-4858　　　　　　　　　　　　　　　　阿知須まちづくり財団,35203,山口県,山口市,1,1,1,1,1,,,,1,127(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
479,"徳地山村開発センター
（徳地地域交流センター）","トクヂサンソンカイハツセンター
（トクジチイキコウリュウセンター）",山口県山口市徳地堀1533,34.18952864,131.6609602,083-934-2965　　　　　　　　　　　　農林政策課,35203,山口県,山口市,1,,1,,1,,,,1,635(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
480,徳地体育館,トクヂタイイクカン,山口県山口市徳地堀1537,34.18908603,131.6614155,083-934-2873                  スポーツ交流課,35203,山口県,山口市,1,,1,1,1,,,,1,750(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
481,徳地文化ホール,トクヂブンカホール,山口県山口市徳地堀1527－3,34.190337,131.660199,083-934-2873                  スポーツ交流課,35203,山口県,山口市,1,1,1,1,1,,,,1,952(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
482,中央小学校体育館,チュウオウショウガッコウタイイクカン,山口県山口市徳地堀1551,34.1904596,131.6611912,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,,1,1,1,,,,1,184(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
483,中央小学校校舎,チュウオウショウガッコウコウシャ,山口県山口市徳地堀1551,34.19006024,131.6617115,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,,1,1,1,,,,1,746(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
484,徳地中学校体育館,トクヂチュウガッコウタイイクカン,山口県山口市徳地堀1606-1,34.19126639,131.6585271,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,341(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
485,徳地中学校校舎,トクヂチュウガッコウコウシャ,山口県山口市徳地堀1606-1,34.19131077,131.6589884,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,745(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
486,小古祖多目的集会所,オゴソタモクテキシュウカイショ,山口県山口市徳地小古祖831,34.20363927,131.668973,0835-21-1118　　　　　　　　　　　徳地総合支所総務課,35203,山口県,山口市,1,,1,,1,,,,1,89(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
487,徳地地域交流センター八坂分館,トクヂチイキコウリュウセンターヤサカブンカン,山口県山口市徳地八坂975,34.23208675,131.6629366,0835-52-0217                           徳地地域交流センター,35203,山口県,山口市,1,1,1,1,1,,,,1,209(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
488,八坂小学校体育館,ヤサカショウガッコウタイイクカン,山口県山口市徳地八坂1226,34.23818216,131.65808,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,,1,1,1,,,,1,159(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
489,八坂小学校校舎,ヤサカショウガッコウコウシャ,山口県山口市徳地八坂1226,34.23800477,131.6577957,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,,1,1,1,,,,1,183(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
490,やまぐちサッカー交流広場体育館,ヤマグチサッカーコウリュウヒロバタイイクカン,山口県山口市徳地船路890,34.2376307,131.6542463,083-934-2873                  スポーツ交流課,35203,山口県,山口市,,1,1,1,1,,,,1,278(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
491,やまぐちサッカー交流広場クラブハウス,ヤマグチサッカーコウリュウヒロバクラブハウス,山口県山口市徳地船路890,34.23729658,131.6541318,083-934-2873                  スポーツ交流課,35203,山口県,山口市,,1,1,1,1,,,,1,283(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
492,やまぐちサッカー交流広場（引谷体育館）,"ヤマグチサッカーコウリュウヒロバ
（ヒクタニタイイクカン）",山口県山口市徳地引谷1209-3,34.21714241,131.6105884,083-934-2873                  スポーツ交流課,35203,山口県,山口市,1,,1,1,1,,,,1,215(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
493,三谷交流センター,ミタニコウリュウセンター,山口県山口市徳地三谷1461,34.24634857,131.7135115,083-934-2965　　　　　　　　　　　　農林政策課,35203,山口県,山口市,1,,1,1,1,,,,1,89(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
494,徳地地域交流センター島地分館,トクヂチイキコウリュウセンターシマジブンカン,山口県山口市徳地島地96-2,34.160823,131.702288,0835-52-0217　　　　　　　　　　　　　徳地地域交流センター,35203,山口県,山口市,,1,1,1,1,,,,1,209(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
495,上村高齢者女性等活動促進センター,カミムラコウレイシャジョセイトウカツドウソクシンセンター,山口県山口市徳地上村534-1,34.14310897,131.7165271,083-934-2965 　　　　　　　　　　　　　 協働推進課,35203,山口県,山口市,1,1,1,1,1,,,,1,99(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
496,島地小学校体育館２階,シマヂショウガッコウタイイクカン２カイ,山口県山口市徳地島地16,34.15857355,131.7006161,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,,1,1,1,,,,1,355(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
497,島地小学校校舎１階,シマヂショウガッコウコウシャ１カイ,山口県山口市徳地島地16,34.15888428,131.7002727,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,,1,1,1,,,,1,215(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
498,旧島地中学校校舎,キュウシマヂチュウガッコウコウシャ,山口県山口市徳地島地43,34.15996738,131.7004498,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,,1,1,1,,,,1,203(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
499,藤木老人憩の家,フジキロウジンイコイノイエ,山口県山口市徳地藤木142-2,34.15630248,131.6871295,0835-21-1118　　　　　　　　　　　徳地総合支所総務課,35203,山口県,山口市,1,,1,,1,,,,1,49(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
500,徳地地域交流センター串分館,トクヂチイキコウリュウセンタークシブンカン,山口県山口市徳地鯖河内1629-1,34.19683918,131.7295684,0835-52-0217　　　　　　　　　　　　　徳地地域交流センター,35203,山口県,山口市,1,,1,1,1,,,,1,166(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
501,串生活改善センター,クシセイカツカイゼンセンター,山口県山口市徳地串660-1,34.18971415,131.7206721,0835-21-1118　　　　　　　　　　　徳地総合支所総務課,35203,山口県,山口市,1,,1,,1,,,,1,59(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
502,串小学校体育館,クシショウガッコウタイイクカン,山口県山口市徳地鯖河内1421,34.19502743,131.7360945,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,244(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
503,串小学校校舎,クシショウガッコウコウシャ,山口県山口市徳地鯖河内1421,34.19528035,131.7357136,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,323(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
504,遠内集会所,トオチシュウカイショ,山口県山口市徳地串2034,34.17285349,131.7219861,0835-21-1118　　　　　　　　　　　徳地総合支所総務課,35203,山口県,山口市,1,1,1,,1,,,,1,49(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
505,徳地地域交流センター柚野分館,トクヂチイキコウリュウセンターユノブンカン,山口県山口市徳地野谷349-2,34.30385902,131.6860604,0835-52-0217　　　　　　　　　　　　　徳地地域交流センター,35203,山口県,山口市,1,,1,,1,,,,1,99(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
506,柚野地域活性化センター,ユノチイキカッセイカセンター,山口県山口市徳地柚木2021,34.34192028,131.7225789,083-934-2965 　　　　　　　　　　　　　 協働推進課,35203,山口県,山口市,1,,1,1,1,,,,1,149(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
507,柚野木小学校体育館,ユノキショウガッコウタイイクカン,山口県山口市徳地柚木2018,34.34139755,131.7231986,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,,1,1,1,,,,1,233(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
508,柚木老人憩の家,ユノキロウジンイコイノイエ,山口県山口市徳地柚木374-1,34.3321536,131.7044493,0835-21-1118　　　　　　　　　　　徳地総合支所総務課,35203,山口県,山口市,1,,1,,1,,,,1,29(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
509,阿東地域交流センター,アトウチイキコウリュウセンター,山口県山口市阿東徳佐中3425-1,34.39853027,131.7214241,083-956-0116     　　　　　　　　　阿東地域交流センター                ,35203,山口県,山口市,1,1,1,1,1,,,,1,632(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
510,阿東保健センター２階,アトウホケンセンター２カイ,山口県山口市阿東徳佐中3382,34.39609887,131.7210135,083-921-2666　　　　　　　　　　　　　　　　　健康増進課,35203,山口県,山口市,1,1,1,1,1,,,,1,222(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
511,阿東東中学校体育館,アトウヒガシチュウガッコウタイイクカン,山口県山口市阿東徳佐中3288-1,34.39603881,131.7247239,083-934-2860　　　　　　　　　　　教育施設管理課,35203,山口県,山口市,1,1,1,1,1,,,,1,423(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
512,亀山体育館,カメヤマタイイクカン,山口県山口市阿東徳佐上1485-1,34.41815541,131.7480231,083-934-2873                  スポーツ交流課,35203,山口県,山口市,,1,1,1,1,,,,1,206(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
513,山口県立山口高等学校徳佐分校体育館,ヤマグチケンリツヤマグチコウトウガッコウトクサブンコウタイイクカン,山口県山口市阿東徳佐中1040,34.4009278,131.7241398,083-957-0121 　　　　　　　　　　　　　徳佐分校,35203,山口県,山口市,1,1,1,1,1,,,,1,323(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
514,"長門峡自然休養村管理センター
　(阿東地域交流センター篠生分館)",チョウモンキョウシゼンキュウヨウムラカンリセンター　(アトウチイキコウリュウセンターシノブブンカン),山口県山口市阿東生雲東分76-1,34.30456376,131.5770732,083-956-0116　　　　　　　　　　　　　　　農林政策課,35203,山口県,山口市,,,1,1,1,,,,1,78(1.65㎡あたり1人）,http://www.city.yamaguchi.lg.jp/soshiki/4/2836.html,
