警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
周南,0043,負傷,000,001,市道,周南市,2019,02,06,22,35,5夜,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,55～64歳,01～24歳,普通乗用,原付一種,事業用,自家用,損傷なし,負傷,34.04949333,131.8060261,水曜,その他
光,0018,負傷,000,001,市道,光市,2019,02,07,06,43,6夜明,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　小　小,直路,交差点内,車両相互,35～44歳,35～44歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.97362667,131.9231531,木曜,その他
岩国,0057,負傷,000,001,県道,岩国市,2019,02,07,06,54,6夜明,曇,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.15790722,132.1938708,木曜,その他
周南,0039,負傷,000,001,国道２号,周南市,2019,02,07,11,05,2昼,曇,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,直路,交差点内,人対車両,65～74歳,55～64歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.04750889,131.8325019,木曜,その他
宇部,0048,負傷,000,001,その他(広場等),宇部市,2019,02,07,15,45,2昼,雨,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,人対車両,75歳以上,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.94196639,131.2709947,木曜,その他
下関,0069,負傷,000,001,県道,下関市,2019,02,07,16,45,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97941139,130.9358892,木曜,その他
山口南,0012,負傷,000,001,県道,山口市,2019,02,07,18,00,4夜暮,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.01061889,131.3584528,木曜,その他
下関,0083,負傷,000,002,県道,下関市,2019,02,07,18,10,4夜暮,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.01856278,130.9409286,木曜,その他
宇部,0047,負傷,000,001,国道190号,宇部市,2019,02,07,18,35,4夜暮,曇,市街地,舗装　湿潤,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97049667,131.2311211,木曜,その他
柳井,0015,負傷,000,001,県道,柳井市,2019,02,08,08,12,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.9488475,132.1186442,金曜,その他
岩国,0070,負傷,000,001,市道,岩国市,2019,02,08,08,22,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,75歳以上,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.08902917,132.079725,金曜,その他
高速隊,0010,負傷,000,002,高速道路,防府市,2019,02,08,08,40,2昼,曇,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,35～44歳,45～54歳,準中型貨物,普通乗用,自家用,自家用,負傷,損傷なし,34.05301722,131.5102269,金曜,その他
柳井,0016,負傷,000,001,町道,周防大島町,2019,02,08,10,35,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,車両相互,65～74歳,75歳以上,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.90224778,132.3393981,金曜,その他
山口,0035,負傷,000,001,市道,山口市,2019,02,08,10,58,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.14972556,131.4940536,金曜,その他
美祢,0008,負傷,000,001,県道,美祢市,2019,02,08,12,27,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,45～54歳,35～44歳,中型貨物,軽貨物,事業用,自家用,損傷なし,負傷,34.18825944,131.3457206,金曜,その他
山口,0031,負傷,000,001,市道,山口市,2019,02,08,15,02,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,55～64歳,75歳以上,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,34.1741075,131.4732478,金曜,その他
岩国,0243,負傷,000,001,市道,岩国市,2019,02,08,17,40,3昼暮,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,人対車両,25～34歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.10094861,132.0572139,金曜,その他
山口南,0013,負傷,000,001,市道,山口市,2019,02,08,17,51,4夜暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,35～44歳,35～44歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.10489028,131.3930819,金曜,その他
山口,0047,負傷,000,001,県道,山口市,2019,02,08,18,10,4夜暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,01～24歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.16175361,131.4887439,金曜,その他
山口南,0010,負傷,000,001,県道,山口市,2019,02,08,20,39,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.02898444,131.4575803,金曜,その他
宇部,0050,負傷,000,001,市道,宇部市,2019,02,09,06,29,6夜明,雨,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,01～24歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.98701889,131.3174408,土曜,その他
長府,0042,負傷,000,002,国道491号,下関市,2019,02,09,07,00,6夜明,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,負傷,34.09139528,131.0386764,土曜,その他
長府,0031,負傷,000,001,市道,下関市,2019,02,09,10,38,2昼,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,人対車両,01～24歳,75歳以上,自転車,歩行者,対象外当事者,対象外当事者,損傷なし,負傷,34.01406806,130.9969706,土曜,その他
下関,0074,負傷,000,001,県道,下関市,2019,02,09,12,07,2昼,雨,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,55～64歳,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.99416,130.926585,土曜,その他
山口,0067,負傷,000,001,市道,山口市,2019,02,09,15,10,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,35～44歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.15392917,131.5166581,土曜,その他
宇部,0075,負傷,000,002,市道,宇部市,2019,02,09,16,27,2昼,曇,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,25～34歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,負傷,33.9518725,131.2639153,土曜,その他
光,0021,負傷,000,001,市道,光市,2019,02,09,16,30,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,35～44歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96986028,131.9220042,土曜,その他
岩国,0046,負傷,000,001,国道188号,岩国市,2019,02,09,17,10,3昼暮,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.0815625,132.2081261,土曜,その他
長府,0024,負傷,000,001,市道,下関市,2019,02,09,18,42,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,35～44歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,34.05700917,131.0337825,土曜,その他
山口,0041,負傷,000,001,国道262号,山口市,2019,02,10,07,47,1昼明,晴,市街地,舗装　湿潤,橋,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両単独,55～64歳,不明,軽乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,34.18761722,131.4966592,日曜,前日
周南,0036,負傷,000,001,市道,周南市,2019,02,10,09,44,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,カーブ左,交差点内,車両相互,45～54歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04352472,131.8406086,日曜,前日
防府,0046,負傷,000,001,その他(幅員測定可),防府市,2019,02,10,14,09,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両相互,65～74歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.02312917,131.5685683,日曜,前日
柳井,0017,負傷,000,001,県道,柳井市,2019,02,10,14,34,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,25～34歳,35～44歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97042861,132.0818392,日曜,前日
長府,0022,負傷,000,001,国道２号,下関市,2019,02,10,16,08,2昼,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.01489889,130.9993378,日曜,前日
光,0023,負傷,000,003,県道,光市,2019,02,10,19,06,5夜,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,車両相互,35～44歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,負傷,33.99617222,132.0115192,日曜,前日
宇部,0053,負傷,000,002,国道190号,宇部市,2019,02,10,19,37,5夜,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,25～34歳,軽乗用,軽乗用,自家用,自家用,負傷,負傷,33.98707833,131.3440331,日曜,前日
長府,0029,負傷,000,003,県道,下関市,2019,02,11,10,47,2昼,雨,市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,車両相互,65～74歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.00591361,130.9813583,月曜,当日
宇部,0065,負傷,000,002,市道,宇部市,2019,02,11,11,00,2昼,雨,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,車両相互,75歳以上,75歳以上,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.94463056,131.2668342,月曜,当日
周南,0064,負傷,000,002,県道,周南市,2019,02,11,12,20,2昼,曇,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.07227333,131.7353539,月曜,当日
